"W1","W2","rel"
"communication","scat",1
"communication","writ",1
"property","depth",1
"artifact","click",1
"chief","administrator",1
"entity","tory",1
"honor","commendation",1
"commotion","turmoil",1
"headdress","nightcap",1
"entity","biographer",1
"fact","point",1
"state","folie",1
"person","pitcher",1
"territory","pierre",1
"whole","eyck",1
"flora","heath",1
"competition","foe",1
"dish","chowder",1
"chemical","endonuclease",1
"abstraction","recession",1
"object","campanula",1
"abstraction","nation",1
"being","labourer",1
"act","injection",1
"instrumentation","hookup",1
"worker","hostess",1
"entity","monday",1
"accelerator","nuclease",1
"mortal","ouster",1
"somebody","company",1
"spectacles","goggles",1
"ability","sphinx",1
"centre","regina",1
"act","lark",1
"organisation","mesh",1
"property","manor",1
"content","implication",1
"seafood","shellfish",1
"chemical","load",1
"instrumentality","bishop",1
"abstraction","squadron",1
"part","heavy",1
"mortal","illinois",1
"earth","champaign",1
"being","paca",1
"instrumentality","scull",1
"deed","credit",1
"status","resistance",1
"domain","agronomy",1
"substance","clorox",1
"matter","jacket",1
"offering","reward",1
"somebody","cuckoo",1
"mammalian","racehorse",1
"alcohol","ale",1
"object","city",1
"man","bachelor",1
"cognition","cold",1
"piece","nipper",1
"distribution","sample",1
"deceiver","quack",1
"leader","democrat",1
"functionary","regulator",1
"colour","acrylic",1
"water","erie",1
"soul","referral",1
"abstraction","centime",1
"object","valve",1
"enrollee","pupil",1
"relation","rake",1
"opening","volcano",1
"act","war",1
"ability","chiron",1
"component","excreta",1
"grownup","lady",1
"algonquin","sac",1
"md","simpson",1
"festivity","riot",1
"person","salesperson",1
"soul","orozco",1
"organism","mouth",1
"cognition","savior",1
"fauna","fluke",1
"whole","tsar",1
"constituent","chromatid",1
"rank","cut",1
"peace","truce",1
"abstraction","disincentive",1
"female","hen",1
"being","tiller",1
"watercourse","rhine",1
"entity","rite",1
"organism","teacher",1
"colouring","pink",1
"organism","lincoln",1
"hook","anchor",1
"resource","armory",1
"abstraction","scotch",1
"place","drop",1
"artist","cezanne",1
"change","roughness",1
"deed","insert",1
"unit","frenchman",1
"location","itinerary",1
"instrumentation","kingpin",1
"whole","chinook",1
"virtue","vedanta",1
"plunderer","barbarossa",1
"bird","redstart",1
"present","date",1
"somebody","user",1
"individual","evaluator",1
"organism","nailer",1
"food","pumpkin",1
"cognition","case",1
"divinity","hephaestus",1
"material","garnet",1
"downer","antipsychotic",1
"entity","nihilist",1
"artefact","movie",1
"someone","irving",1
"wood","chestnut",1
"excretion","puke",1
"metric","weight",1
"instrumentation","well",1
"appurtenance","crown",1
"individual","warbler",1
"instrumentality","flask",1
"being","mandelbrot",1
"endocrine","androgen",1
"fear","diffidence",1
"holdup","interruption",1
"whole","delaware",1
"entity","jezebel",1
"cause","analgesic",1
"material","serine",1
"cause","coward",1
"mortal","vermeer",1
"representation","float",1
"entity","torquemada",1
"individual","whistleblower",1
"divinity","terpsichore",1
"device","ruler",1
"position","generalship",1
"person","erie",1
"whole","bolshevist",1
"vesture","brace",1
"soul","bartender",1
"knowledge","structuralism",1
"conception","multiple",1
"abstraction","throne",1
"product","atlas",1
"group","shudra",1
"unit","fonda",1
"someone","maitland",1
"activity","preparation",1
"district","israel",1
"fastening","tee",1
"increase","escalation",1
"piece","chest",1
"unit","inlay",1
"substance","otter",1
"need","urgency",1
"somebody","malefactor",1
"abstraction","ruthenium",1
"seed","amaranth",1
"beast","turtle",1
"part","stool",1
"piece","tract",1
"salesperson","salesman",1
"american","volunteer",1
"unit","dandy",1
"individual","creek",1
"brute","spider",1
"resistance","pot",1
"object","assembly",1
"artefact","architecture",1
"location","eye",1
"code","worm",1
"idea","illusion",1
"mortal","munro",1
"instrumentation","grip",1
"meat","bacon",1
"knowledge","tendency",1
"object","iron",1
"somebody","bradley",1
"unit","turning",1
"act","perception",1
"condition","corner",1
"cognition","ideal",1
"attribute","domestication",1
"fighter","grappler",1
"person","stranger",1
"modification","departure",1
"relationship","slavery",1
"activity","bout",1
"individual","oppressor",1
"someone","hesiod",1
"capability","strength",1
"state","discord",1
"happening","difference",1
"upset","depression",1
"complex","winery",1
"water","green",1
"object","currant",1
"immortal","don",1
"award","palm",1
"source","cradle",1
"infection","carbuncle",1
"organism","landau",1
"level","runway",1
"somebody","mubarak",1
"amount","retardation",1
"attribute","size",1
"collection","menagerie",1
"institution","bedlam",1
"molecule","lipid",1
"solid","tongue",1
"cloth","tucker",1
"cell","eosinophil",1
"play","overhead",1
"exudation","gum",1
"entity","legume",1
"intellect","bultmann",1
"accessory","socket",1
"someone","checker",1
"capitalist","packer",1
"deed","singing",1
"vesture","argyll",1
"cut","rib",1
"inventor","wright",1
"carry","packing",1
"therapeutic","vomit",1
"unfitness","prolapse",1
"whole","sap",1
"state","glory",1
"leader","eusebius",1
"diversion","sweepstakes",1
"device","teleprompter",1
"produce","eater",1
"md","otolaryngologist",1
"whole","reflection",1
"communication","laugh",1
"somebody","inca",1
"beast","mollusk",1
"entity","pathology",1
"acting","heavy",1
"artefact","sportswear",1
"status","problem",1
"scientist","mendel",1
"writing","address",1
"tree","teak",1
"picture","canvass",1
"state","disgrace",1
"change","relief",1
"fauna","mammal",1
"whole","kelt",1
"whole","siren",1
"author","jensen",1
"trait","smoothness",1
"precipitation","rain",1
"action","sweetening",1
"group","magazine",1
"example","mortification",1
"rosin","copal",1
"happening","diastole",1
"instrumentation","bassoon",1
"matter","joint",1
"act","bowl",1
"deed","circumcision",1
"fashion","idiom",1
"stratum","commons",1
"artefact","runway",1
"entity","jewess",1
"deed","endeavor",1
"ground","fallow",1
"cause","persian",1
"speech","ventilation",1
"hat","millinery",1
"beast","skylark",1
"portion","cognate",1
"habitant","indonesian",1
"thought","return",1
"location","aries",1
"helper","dresser",1
"matter","sulphate",1
"tobacco","shag",1
"entity","sparrow",1
"conveyance","limousine",1
"container","cup",1
"language","java",1
"artifact","load",1
"portion","fur",1
"penalty","discipline",1
"relation","hathaway",1
"battle","fistfight",1
"catalyst","complement",1
"act","commerce",1
"fear","shadow",1
"entity","kapok",1
"honour","aa",1
"goodness","wisdom",1
"unit","reproduction",1
"material","peridotite",1
"location","inclination",1
"abstraction","combat",1
"penalty","castigation",1
"unit","varsity",1
"individual","orator",1
"entity","wog",1
"change","going",1
"mortal","tenor",1
"relation","marble",1
"shape","tongue",1
"covering","enamel",1
"commencement","federation",1
"coating","paving",1
"clothing","bearskin",1
"territory","lynchburg",1
"abstraction","dissipation",1
"abstraction","bomb",1
"whole","vindicator",1
"artefact","knickers",1
"someone","guard",1
"entity","sirc",1
"individual","matron",1
"content","principle",1
"victim","lawrence",1
"connecter","ground",1
"whole","banana",1
"grownup","heavyweight",1
"integer","pair",1
"status","certainty",1
"intellectual","diviner",1
"deed","carry",1
"being","changer",1
"abstraction","theft",1
"region","surrey",1
"route","portage",1
"content","bogey",1
"form","dot",1
"ground","champaign",1
"mortal","anarchist",1
"cloak","tabard",1
"shrub","dahl",1
"soul","segovia",1
"person","loewe",1
"effort","essay",1
"dweller","asiatic",1
"substance","flatbread",1
"event","hat",1
"pigment","couch",1
"dominion","rabat",1
"abstraction","motivation",1
"hurting","stitch",1
"block","interference",1
"deed","process",1
"commodity","seatbelt",1
"medicament","ciprofloxacin",1
"person","sucker",1
"md","turner",1
"travel","rack",1
"entity","lounger",1
"unit","bridge",1
"somebody","tiger",1
"mammal","deer",1
"mortal","bouncer",1
"nutrient","oregano",1
"unit","debater",1
"textile","lining",1
"nourishment","sherbert",1
"pope","gregory",1
"clothing","headdress",1
"crusader","truth",1
"brute","young",1
"entity","zarathustra",1
"fluid","liquid",1
"gear","reverse",1
"property","endurance",1
"bound","frontier",1
"surface","bottom",1
"content","compliment",1
"leader","lawgiver",1
"product","handbook",1
"location","edge",1
"commodity","boater",1
"state","participation",1
"organism","date",1
"bird","seagull",1
"thought","prophecy",1
"receiver","television",1
"politico","bukharin",1
"message","call",1
"message","lecture",1
"abstraction","sonography",1
"knowledge","star",1
"map","divergence",1
"system","program",1
"scarf","boa",1
"individual","admirer",1
"connection","interconnection",1
"field","calculus",1
"thought","factor",1
"language","scandinavian",1
"face","spike",1
"somebody","bravo",1
"thespian","young",1
"knowledge","suffering",1
"object","gown",1
"organism","bondsman",1
"somebody","foodie",1
"vehicle","saloon",1
"system","organism",1
"entity","semite",1
"event","upgrade",1
"territory","bale",1
"individual","physicist",1
"entity","poison",1
"germanic","american",1
"digit","sixer",1
"position","right",1
"entity","myeloma",1
"entity","medico",1
"being","foot",1
"mortal","serviceman",1
"entity","scum",1
"injury","contusion",1
"artifact","auschwitz",1
"entity","service",1
"helper","tender",1
"deed","attendance",1
"labor","effort",1
"individual","seed",1
"state","smell",1
"fauna","female",1
"study","psychopathology",1
"change","decoration",1
"soul","intellectual",1
"whole","baggage",1
"quantity","chunk",1
"form","depression",1
"constituent","garbage",1
"whole","enamel",1
"beverage","chocolate",1
"knowledge","chill",1
"abstraction","sterling",1
"attribute","connectedness",1
"agent","tadalafil",1
"person","rigger",1
"instrumentation","belt",1
"proceedings","suit",1
"deed","audiometry",1
"quantity","fillet",1
"region","cumbria",1
"acquirer","charge",1
"rope","hemp",1
"message","oracle",1
"enterprise","brokerage",1
"point","vantage",1
"attribute","office",1
"agent","ointment",1
"change","ignition",1
"event","favouritism",1
"scrutiny","inspection",1
"entity","mile",1
"somebody","missus",1
"entity","shiner",1
"intellection","elimination",1
"magnitude","surplusage",1
"entity","propriety",1
"organism","omaha",1
"dweller","englishman",1
"abstraction","exhaust",1
"somebody","whitehead",1
"cause","writer",1
"medium","tabloid",1
"entity","function",1
"signaling","tick",1
"unit","mile",1
"release","purification",1
"figure","majority",1
"object","hull",1
"somebody","squeeze",1
"substance","spade",1
"sum","gain",1
"deed","vignette",1
"misconduct","lust",1
"unit","crown",1
"component","protoplasm",1
"craft","knitting",1
"sign","citation",1
"junk","slack",1
"matter","wetter",1
"individual","anne",1
"group","powerhouse",1
"software","upgrade",1
"agent","cephalosporin",1
"artefact","dial",1
"town","medford",1
"aircraft","fighter",1
"criminal","dip",1
"body","college",1
"direction","disposal",1
"vertebrate","smallmouth",1
"beast","buck",1
"colour","argent",1
"act","cleaning",1
"knowledge","giant",1
"event","isolation",1
"helping","fillet",1
"artifact","chapeau",1
"pastry","dowdy",1
"knowledge","brand",1
"district","md",1
"measure","sea",1
"location","reef",1
"organism","crooner",1
"labourer","roper",1
"ability","dragon",1
"diet","multivitamin",1
"place","monument",1
"chordate","lory",1
"happening","draw",1
"cognition","framework",1
"somebody","visionary",1
"standing","stock",1
"object","formation",1
"person","george",1
"somebody","sandburg",1
"cognition","construct",1
"soul","thorpe",1
"abstraction","siren",1
"creature","cobra",1
"relative","father",1
"instrumentality","cue",1
"communication","drama",1
"substance","discharge",1
"whole","wearer",1
"entity","doubleheader",1
"activity","wickedness",1
"organism","footer",1
"artefact","desk",1
"location","tyler",1
"substance","solidness",1
"information","sunset",1
"soul","drawer",1
"achievement","attainment",1
"someone","scapegoat",1
"artifact","preserver",1
"cause","gull",1
"cause","grandma",1
"drug","antagonist",1
"luck","adversity",1
"metropolis","jerez",1
"being","organist",1
"state","discretion",1
"activity","intercourse",1
"organism","nipper",1
"activator","kinase",1
"artifact","harvard",1
"act","mix",1
"portion","pb",1
"beast","toy",1
"craft","sub",1
"modification","variation",1
"somebody","sabra",1
"portion","isomerase",1
"punishment","music",1
"organism","concessionaire",1
"act","reappearance",1
"mortal","romanov",1
"attribute","ethos",1
"state","atmosphere",1
"artifact","blockade",1
"vocalist","lewis",1
"happening","voice",1
"unit","mammalian",1
"part","muscle",1
"educator","don",1
"construct","fact",1
"abstraction","choctaw",1
"organization","colonization",1
"compound","hydrocarbon",1
"abstraction","lava",1
"bailiwick","cryptography",1
"somebody","wade",1
"entity","counterintelligence",1
"someone","swindler",1
"protector","captain",1
"life","delicacy",1
"grouping","spanish",1
"being","scorpio",1
"entity","prom",1
"creator","schubert",1
"vertebrate","merino",1
"work","almanac",1
"artifact","pc",1
"constituent","hypochlorite",1
"abstraction","faint",1
"appraisal","score",1
"creator","piston",1
"entity","accumulator",1
"group","web",1
"structure","redundancy",1
"location","center",1
"libertine","tramp",1
"attainment","conquest",1
"attribute","ordinary",1
"soul","favorite",1
"instrumentation","bale",1
"soul","executive",1
"entity","emmy",1
"wealth","fortune",1
"unit","torpedo",1
"configuration","constriction",1
"part","king",1
"disrespect","libel",1
"whole","lad",1
"document","stock",1
"food","produce",1
"abstraction","envy",1
"entity","spree",1
"portion","oxide",1
"mortal","trier",1
"instrumentality","brush",1
"unit","broccoli",1
"imagination","hell",1
"transport","coach",1
"district","vicksburg",1
"artifact","amphora",1
"flash","lightning",1
"portion","enzyme",1
"object","tokyo",1
"official","verger",1
"district","egypt",1
"grouping","agriculture",1
"entity","officer",1
"fauna","buckskin",1
"info","witness",1
"individual","admiral",1
"state","blues",1
"weakening","cutting",1
"cause","wife",1
"medication","physic",1
"fauna","bird",1
"brute","walrus",1
"thought","blueprint",1
"instrumentality","rest",1
"somebody","couturier",1
"matter","remedy",1
"abstraction","diameter",1
"purple","violet",1
"organism","balkan",1
"attitude","disrespect",1
"patrician","baronet",1
"portion","spinel",1
"abstraction","mortgage",1
"entity","high",1
"artifact","counterfeit",1
"quality","largeness",1
"function","rave",1
"agency","road",1
"instrumentality","recliner",1
"offspring","child",1
"beast","octopus",1
"whole","mako",1
"expedition","campaign",1
"object","sari",1
"dominion","albion",1
"decrease","depreciation",1
"entity","hakim",1
"case","cod",1
"negotiator","emissary",1
"disapproval","doghouse",1
"act","concoction",1
"database","agenda",1
"portion","beard",1
"journey","tour",1
"relation","marabou",1
"moment","heartbeat",1
"artifact","axis",1
"seed","groundnut",1
"location","safety",1
"fib","fairytale",1
"organism","grip",1
"property","heat",1
"unit","capstan",1
"relation","phenylalanine",1
"withdrawal","retreat",1
"illumination","lighting",1
"being","huntington",1
"property","youth",1
"being","detective",1
"insect","viceroy",1
"structure","rim",1
"somebody","dyslexic",1
"mammalian","cony",1
"instrumentalist","gillespie",1
"abstraction","sample",1
"evidence","mark",1
"establishment","buddhism",1
"blow","pound",1
"someone","blood",1
"appendage","pinky",1
"quantity","quotient",1
"individual","herdsman",1
"artefact","booth",1
"artifact","bomb",1
"immortal","terpsichore",1
"artefact","mole",1
"process","increase",1
"temperament","heart",1
"cutter","knife",1
"amount","touch",1
"abstraction","anagram",1
"entity","miss",1
"activity","exertion",1
"intellectual","robinson",1
"divinity","saturn",1
"language","tlingit",1
"structure","kaaba",1
"rest","headrest",1
"structure","automat",1
"litigant","defendant",1
"cause","ciprofloxacin",1
"commencement","inauguration",1
"unit","honey",1
"occupation","lecture",1
"work","investigation",1
"chemical","softener",1
"bearing","grace",1
"entity","rub",1
